publisher,code,text,count,category,category_year
siwi,8.9.3,The @value should be omitted for qualitative measures.,2,> 10M & <= 100M,2020
siwi,8.10.3,The @value should be omitted for qualitative measures.,1,> 10M & <= 100M,2020
siwi,8.10.2,The @value should be a valid number for all non-qualitative measures.,2,> 10M & <= 100M,2020
siwi,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,> 10M & <= 100M,2020
siwi,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",4,> 10M & <= 100M,2020
siwi,1.3.1,The identifier should not start or end with spaces or newlines.,2,> 10M & <= 100M,2020
sjg,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",1,> 1M & <= 10M,2018
sjg,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,> 1M & <= 10M,2018
sjg,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
sjg,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",1,> 1M & <= 10M,2018
sjg,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2018
sjg,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2018
skn,7.5.3,Budget Period must not be longer than one year.,5,> 1M & <= 10M,2018
slf,4.4.1,The description has no narrative content.,2,<=1M,2018
slovakaid,11.1.5,The actual end date of the activity must not be in the future.,40,> 10M & <= 100M,2018
slovakaid,3.7.1,Recipient country or recipient region should be declared for either the activity or for all transactions.,447,> 10M & <= 100M,2018
slovakaid,9.48.1,The policy marker significance is invalid.,1822,> 10M & <= 100M,2018
slovakaid,4.3.1,The title must contain narrative content.,397,> 10M & <= 100M,2018
slovakaid,9.34.1,The location's feature designation code is invalid.,981,> 10M & <= 100M,2018
slovakaid,9.120.1,The location type code is invalid.,981,> 10M & <= 100M,2018
snv,7.5.3,Budget Period must not be longer than one year.,55,> 10M & <= 100M,2020
snv,2.2.1,"When using a reporting organisation sector code, it must include a narrative.",2,> 10M & <= 100M,2020
snv,2.1.4,"For a single sector, the percentage must either be omitted, or set to 100.",10,> 10M & <= 100M,2020
snv,3.7.1,The activity should have recipient-country or recipient-region information for either the activity or for all transactions.,28,> 10M & <= 100M,2020
snv,8.10.3,The @value should be omitted for qualitative measures.,14,> 10M & <= 100M,2020
snv,8.10.2,The @value should be a valid number for all non-qualitative measures.,87,> 10M & <= 100M,2020
snv,8.8.2,The @value should be a valid number for all non-qualitative measures.,62,> 10M & <= 100M,2020
snv,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",27,> 10M & <= 100M,2020
snv,8.9.2,The @value should be a valid number for all non-qualitative measures.,54,> 10M & <= 100M,2020
snv,3.1.4,"For a single recipient country, the percentage must either be omitted, or set to 100.",41,> 10M & <= 100M,2020
snv,11.2.2,The transaction value date must not be in the future.,4,> 10M & <= 100M,2020
snv,4.4.1,The description has no narrative content.,2,> 10M & <= 100M,2020
snv,1.8.1,The identifier should not start or end with spaces or newlines.,2,> 10M & <= 100M,2020
snv,3.6.2,"If the activity has recipient-country or recipient-region information, none of the transactions should have a recipient-country or recipient-region.",1,> 10M & <= 100M,2020
solarnowsofa,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,No spend data for 2018-2020,
solarnowsofa,9.44.1,The organisation type is invalid.,1,No spend data for 2018-2020,
solarnowsofa,9.45.1,The organisation type is invalid.,1,No spend data for 2018-2020,
solidagro_admin,8.9.3,The @value should be omitted for qualitative measures.,1,> 1M & <= 10M,2018
solidagro_admin,8.10.3,The @value should be omitted for qualitative measures.,1,> 1M & <= 10M,2018
solidagro_admin,8.10.1,"The actual must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",4,> 1M & <= 10M,2018
solidaridad,7.5.3,Budget Period must not be longer than one year.,31,> 10M & <= 100M,2019
solidaridad,8.9.3,The @value should be omitted for qualitative measures.,34,> 10M & <= 100M,2019
solidaridad,8.10.3,The @value should be omitted for qualitative measures.,30,> 10M & <= 100M,2019
solidaridad-europe,7.5.3,Budget Period must not be longer than one year.,11,> 1M & <= 10M,2019
solidaridad-europe,8.9.3,The @value should be omitted for qualitative measures.,6,> 1M & <= 10M,2019
solidaridad-europe,8.10.3,The @value should be omitted for qualitative measures.,6,> 1M & <= 10M,2019
solidaridad-europe,6.2.2,"Each activity must have a specified Sector Classification, at either activity level, or for ALL transactions.",2,> 1M & <= 10M,2019
solidaridad-ssea,7.5.3,Budget Period must not be longer than one year.,11,> 1M & <= 10M,2019
solidaridad-ssea,8.9.3,The @value should be omitted for qualitative measures.,17,> 1M & <= 10M,2019
solidaridad-ssea,8.10.3,The @value should be omitted for qualitative measures.,17,> 1M & <= 10M,2019
solidaridad-ssea,6.2.2,"Each activity must have a specified Sector Classification, at either activity level, or for ALL transactions.",1,> 1M & <= 10M,2019
solidaridad-waf,7.5.3,Budget Period must not be longer than one year.,6,> 1M & <= 10M,2019
solidaridad-waf,8.9.3,The @value should be omitted for qualitative measures.,2,> 1M & <= 10M,2019
solidaridad-waf,8.10.3,The @value should be omitted for qualitative measures.,2,> 1M & <= 10M,2019
solidarites-international,3.4.1,Percentages are missing for one or more recipient countries or regions.,1,No spend data for 2018-2020,
solsoc,8.10.2,The @value should be a valid number for all non-qualitative measures.,3,> 1M & <= 10M,2018
solsoc,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2018
somo,0.0.0,No messages for publisher,0,> 1M & <= 10M,2018
soneb-benin,7.5.3,Budget Period must not be longer than one year.,2,No spend data for 2018-2020,
soneb-benin,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
soneb-benin,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,No spend data for 2018-2020,
soneb-benin,8.8.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
soneb-benin,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,No spend data for 2018-2020,
soscvkenya,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
sosfaim,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",8,> 1M & <= 10M,2018
sosnl,6.9.1,The organisation must have an identifier or a narrative.,1,> 1M & <= 10M,2020
sosnl,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",1,> 1M & <= 10M,2020
sosnl,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",1,> 1M & <= 10M,2020
sosnl,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",8,> 1M & <= 10M,2020
sosnl,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal)",3,> 1M & <= 10M,2020
sosnl,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",2,> 1M & <= 10M,2020
sosnl,4.4.1,The description must contain narrative content.,1,> 1M & <= 10M,2020
sossaheluk,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
soundseekers,2.2.1,"When using a reporting organisation sector code, it must include a narrative.",1,<=1M,2018
soundseekers,1.1.1,The activity identifier should begin with the organisation identifier of the reporting organisation (or a previous version included in the other-identifier element).,1,<=1M,2018
soundseekers,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",1,<=1M,2018
sowt,11.1.5,The actual end date of the activity must not be in the future.,2,No spend data for 2018-2020,
spark,8.9.3,The @value should be omitted for qualitative measures.,1,> 100M & <= 1B,2019
spark,8.10.3,The @value should be omitted for qualitative measures.,1,> 100M & <= 1B,2019
spark,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 100M & <= 1B,2019
spark,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,> 100M & <= 1B,2019
spuk,7.5.2,Budget Value must include a Value Date.,1,<=1M,2018
spuk,4.1.1,"The activity should specify a default language, or the language must be specified for each narrative element.",1,<=1M,2018
spuk,1.8.13,"The identifier must not contain any of the symbols /, &, | or ?.",2,<=1M,2018
spuk,6.6.2,Sectors are present at both the activity AND transaction level. Sectors should only be present at activity OR transaction level.,1,<=1M,2018
spuk,9.90.1,The OECD DAC sector is invalid.,1,<=1M,2018
spuk,1.8.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2018
spuk,6.1.5,The document format must be present.,1,<=1M,2018
sqf,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",1,<=1M,2020
sqf,1.4.1,The identifier should not start or end with spaces or newlines.,1,<=1M,2020
sqf,6.13.1,"When using a reporting organisation policy marker code (vocabulary 99), it must include a narrative.",1,<=1M,2020
sqf,107.2.1,The transaction should also contain a code from the OECD DAC aid type vocabulary.,1,<=1M,2020
sr,2.1.1,"Percentages are missing for one or more sectors, within a vocabulary (e.g. 1 - OECD DAC).",1,No spend data for 2018-2020,
ss-org,7.5.3,Budget Period must not be longer than one year.,1,> 10M & <= 100M,2019
ss-org,8.6.1,The start date of the indicator period must be before the end date of the indicator period.,1,> 10M & <= 100M,2019
ss-org,9.50.1,The recipient country code is invalid.,1,> 10M & <= 100M,2019
ss-org,9.89.1,The organisation type is invalid.,1,> 10M & <= 100M,2019
ss-org,3.4.2,"Percentage values for recipient countries or regions, must add up to 100%.",1,> 10M & <= 100M,2019
ss-org,9.117.1,The country code is invalid.,1,> 10M & <= 100M,2019
ssn,1.10.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
ssn,1.4.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
ssn,1.5.1,The identifier should not start or end with spaces or newlines.,1,> 1M & <= 10M,2019
st_vluchteling,6.9.1,The organisation must have an identifier or a narrative.,1,> 1M & <= 10M,2019
st_vluchteling,9.76.1,The OECD DAC sector is invalid.,1,> 1M & <= 10M,2019
st_vluchteling,8.10.2,The @value should be a valid number for all non-qualitative measures.,3,> 1M & <= 10M,2019
st_vluchteling,8.11.1,"If a result has a reference code, the indicator must not have a reference code.",5,> 1M & <= 10M,2019
st_vluchteling,102.1.1,"When reporting sectors, it is recommended that if a publisher uses a non-DAC classification system or systems, these should be used in addition to DAC 5-digit codes.",2,> 1M & <= 10M,2019
st_vluchteling,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",7,> 1M & <= 10M,2019
st_vluchteling,8.9.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2019
st_vluchteling,8.8.1,"The baseline must have a value when indicator measure is unit (1), percentage (2), nominal (3) or ordinal (4).",3,> 1M & <= 10M,2019
stad,8.10.2,The @value should be a valid number for all non-qualitative measures.,1,> 1M & <= 10M,2019
starsfoundation,0.0.0,No messages for publisher,0,No spend data for 2018-2020,
stc-international,6.14.1,"When using a policy marker for vocabulary 1, it must include a significance.",1,No spend data for 2018-2020,
stichting-subsidiegelden-dra,0.0.0,No messages for publisher,0,> 10M & <= 100M,2019
stichting_hivos,7.5.3,Budget Period must not be longer than one year.,2,> 10M & <= 100M,2020
stichting_hivos,8.9.3,The @value should be omitted for qualitative measures.,1,> 10M & <= 100M,2020
stichting_hivos,1.1.21,The activity identifier's prefix and suffix should be separated by a hyphen e.g. XM-DAC-2222,2,> 10M & <= 100M,2020
stichting_hivos,9.51.1,The recipient region code is invalid.,1,> 10M & <= 100M,2020
stichting_hivos,3.4.2,"Percentages for recipient countries or regions, must add up to 100%.",1,> 10M & <= 100M,2020
stichtingfern,0.0.0,No messages for publisher,0,<=1M,2019
street_child,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",1,> 1M & <= 10M,2020
